Entidad federativa,Grupo quinquenal de edad,año,Hombres,Mujeres,Total
México,05 a 9 años,"2,010","760,231","738,043","1,498,274"
México,10 a 14 años,"2,010","723,622","705,406","1,429,028"
México,15 a 19 años,"2,010","734,320","732,828","1,467,148"
México,20 a 24 años,"2,010","668,827","695,553","1,364,380"
México,25 a 29 años,"2,010","591,831","642,023","1,233,854"
México,30 a 34 años,"2,010","565,928","632,587","1,198,515"
México,35 a 39 años,"2,010","566,526","627,462","1,193,988"
México,40 a 44 años,"2,010","478,370","525,122","1,003,492"
México,45 a 49 años,"2,010","395,154","436,010","831,164"
México,50 a 54 años,"2,010","329,825","365,503","695,328"
México,55 a 59 años,"2,010","244,538","265,346","509,884"
México,60 a 64 años,"2,010","185,672","206,677","392,349"
México,65 a 69 años,"2,010","126,755","143,383","270,138"
México,70 a 74 años,"2,010","91,438","109,104","200,542"
México,No especificado,"2,010","93,410","93,138","186,548"
México,75 años y más,"2,010","117,412","157,206","274,618"
Michoacán de Ocampo,0 a 4 años,"2,010","215,617","210,081","425,698"
Michoacán de Ocampo,05 a 9 años,"2,010","220,017","214,843","434,860"
Michoacán de Ocampo,10 a 14 años,"2,010","223,553","220,168","443,721"
Michoacán de Ocampo,15 a 19 años,"2,010","224,452","229,375","453,827"
Michoacán de Ocampo,20 a 24 años,"2,010","185,190","207,148","392,338"
Michoacán de Ocampo,25 a 29 años,"2,010","150,160","171,904","322,064"
Michoacán de Ocampo,30 a 34 años,"2,010","141,058","162,050","303,108"
Michoacán de Ocampo,35 a 39 años,"2,010","136,834","153,614","290,448"
Michoacán de Ocampo,40 a 44 años,"2,010","115,521","132,183","247,704"
Michoacán de Ocampo,45 a 49 años,"2,010","99,106","113,521","212,627"
Michoacán de Ocampo,50 a 54 años,"2,010","88,214","100,091","188,305"
Michoacán de Ocampo,55 a 59 años,"2,010","71,049","76,824","147,873"
Michoacán de Ocampo,60 a 64 años,"2,010","58,031","64,920","122,951"
Michoacán de Ocampo,65 a 69 años,"2,010","45,789","50,558","96,347"
Michoacán de Ocampo,70 a 74 años,"2,010","39,343","44,647","83,990"
Michoacán de Ocampo,No especificado,"2,010","24,680","24,657","49,337"
Michoacán de Ocampo,75 años y más,"2,010","63,495","72,344","135,839"
Morelos,0 a 4 años,"2,010","79,434","76,235","155,669"
Morelos,05 a 9 años,"2,010","85,100","81,808","166,908"
Morelos,10 a 14 años,"2,010","84,822","82,665","167,487"
Morelos,15 a 19 años,"2,010","87,725","87,900","175,625"
Morelos,20 a 24 años,"2,010","75,194","80,477","155,671"
Morelos,25 a 29 años,"2,010","62,528","71,016","133,544"
Morelos,30 a 34 años,"2,010","59,712","69,100","128,812"
Morelos,35 a 39 años,"2,010","59,870","69,202","129,072"
Morelos,40 a 44 años,"2,010","51,504","59,877","111,381"
Morelos,45 a 49 años,"2,010","45,411","51,694","97,105"
Morelos,50 a 54 años,"2,010","40,293","45,989","86,282"
Morelos,55 a 59 años,"2,010","31,856","35,048","66,904"
Morelos,60 a 64 años,"2,010","25,556","28,048","53,604"
Morelos,65 a 69 años,"2,010","18,850","21,254","40,104"
Morelos,70 a 74 años,"2,010","15,169","17,819","32,988"
Morelos,No especificado,"2,010","12,458","12,431","24,889"
Morelos,75 años y más,"2,010","23,106","28,076","51,182"
Nayarit,0 a 4 años,"2,010","54,138","51,906","106,044"
Nayarit,05 a 9 años,"2,010","53,253","51,690","104,943"
Nayarit,10 a 14 años,"2,010","53,367","50,941","104,308"
Nayarit,15 a 19 años,"2,010","54,204","52,987","107,191"
Nayarit,20 a 24 años,"2,010","48,059","48,634","96,693"
Nayarit,25 a 29 años,"2,010","40,065","42,002","82,067"
Nayarit,30 a 34 años,"2,010","38,922","40,598","79,520"
Nayarit,35 a 39 años,"2,010","38,953","39,175","78,128"
Nayarit,40 a 44 años,"2,010","31,810","32,865","64,675"
Nayarit,45 a 49 años,"2,010","27,147","28,769","55,916"
Nayarit,50 a 54 años,"2,010","23,609","25,160","48,769"
Nayarit,55 a 59 años,"2,010","19,693","20,206","39,899"
Nayarit,60 a 64 años,"2,010","15,866","16,203","32,069"
Nayarit,65 a 69 años,"2,010","12,694","12,674","25,368"
Nayarit,70 a 74 años,"2,010","10,519","10,547","21,066"
Nayarit,No especificado,"2,010","3,720","3,715","7,435"
Nayarit,75 años y más,"2,010","14,988","15,900","30,888"
Nuevo León,0 a 4 años,"2,010","210,075","203,285","413,360"
Nuevo León,05 a 9 años,"2,010","219,102","211,423","430,525"
Nuevo León,10 a 14 años,"2,010","211,365","204,003","415,368"
Nuevo León,15 a 19 años,"2,010","205,518","200,910","406,428"
Nuevo León,20 a 24 años,"2,010","202,766","198,957","401,723"
Nuevo León,25 a 29 años,"2,010","192,963","191,123","384,086"
Nuevo León,30 a 34 años,"2,010","191,204","192,532","383,736"
Nuevo León,35 a 39 años,"2,010","191,768","191,589","383,357"
Nuevo León,40 a 44 años,"2,010","159,078","161,930","321,008"
Nuevo León,45 a 49 años,"2,010","128,429","132,177","260,606"
Nuevo León,50 a 54 años,"2,010","107,080","113,721","220,801"
Nuevo León,55 a 59 años,"2,010","78,944","83,196","162,140"
Nuevo León,60 a 64 años,"2,010","63,516","69,091","132,607"
Nuevo León,65 a 69 años,"2,010","46,293","50,510","96,803"
Nuevo León,70 a 74 años,"2,010","35,695","39,936","75,631"
Nuevo León,No especificado,"2,010","31,616","31,426","63,042"
Nuevo León,75 años y más,"2,010","44,773","57,464","102,237"
Oaxaca,0 a 4 años,"2,010","189,157","184,214","373,371"
Oaxaca,05 a 9 años,"2,010","201,833","197,799","399,632"
Oaxaca,10 a 14 años,"2,010","209,447","204,945","414,392"
Oaxaca,15 a 19 años,"2,010","200,381","206,492","406,873"
Oaxaca,20 a 24 años,"2,010","145,055","168,468","313,523"
Oaxaca,25 a 29 años,"2,010","122,545","146,424","268,969"
Oaxaca,30 a 34 años,"2,010","117,774","141,338","259,112"
Oaxaca,35 a 39 años,"2,010","112,008","132,011","244,019"
Oaxaca,40 a 44 años,"2,010","96,524","112,142","208,666"
Oaxaca,45 a 49 años,"2,010","86,487","100,534","187,021"
Oaxaca,50 a 54 años,"2,010","75,664","87,872","163,536"
Oaxaca,55 a 59 años,"2,010","63,189","70,889","134,078"
Oaxaca,60 a 64 años,"2,010","51,536","58,556","110,092"
Oaxaca,65 a 69 años,"2,010","41,593","48,770","90,363"
Oaxaca,70 a 74 años,"2,010","37,246","43,638","80,884"
Oaxaca,No especificado,"2,010","11,179","11,422","22,601"
Oaxaca,75 años y más,"2,010","57,390","67,440","124,830"
Puebla,0 a 4 años,"2,010","291,584","282,929","574,513"
Puebla,05 a 9 años,"2,010","314,122","306,264","620,386"
Puebla,10 a 14 años,"2,010","305,657","299,188","604,845"
Puebla,15 a 19 años,"2,010","299,098","304,996","604,094"
Puebla,20 a 24 años,"2,010","241,187","270,498","511,685"
Puebla,25 a 29 años,"2,010","203,626","237,932","441,558"
Puebla,30 a 34 años,"2,010","192,949","227,543","420,492"
Puebla,35 a 39 años,"2,010","182,690","212,271","394,961"
Puebla,40 a 44 años,"2,010","151,228","177,328","328,556"
Puebla,45 a 49 años,"2,010","129,308","150,117","279,425"
Puebla,50 a 54 años,"2,010","110,377","129,643","240,020"
Puebla,55 a 59 años,"2,010","88,207","100,712","188,919"
Puebla,60 a 64 años,"2,010","69,041","81,524","150,565"
Puebla,65 a 69 años,"2,010","53,384","62,606","115,990"
Puebla,70 a 74 años,"2,010","43,408","53,277","96,685"
Puebla,No especificado,"2,010","27,966","27,973","55,939"
Puebla,75 años y más,"2,010","66,023","85,173","151,196"
Querétaro,0 a 4 años,"2,010","90,972","87,944","178,916"
Querétaro,05 a 9 años,"2,010","93,230","90,311","183,541"
Querétaro,10 a 14 años,"2,010","92,453","90,155","182,608"
Querétaro,15 a 19 años,"2,010","92,904","94,337","187,241"
Querétaro,20 a 24 años,"2,010","80,717","87,803","168,520"
Querétaro,25 a 29 años,"2,010","72,317","80,983","153,300"
Querétaro,30 a 34 años,"2,010","68,081","77,088","145,169"
Querétaro,35 a 39 años,"2,010","65,728","72,710","138,438"
Querétaro,40 a 44 años,"2,010","53,763","60,512","114,275"
Querétaro,45 a 49 años,"2,010","44,472","48,977","93,449"
Querétaro,50 a 54 años,"2,010","36,628","40,242","76,870"
Querétaro,55 a 59 años,"2,010","26,912","29,376","56,288"
Querétaro,60 a 64 años,"2,010","20,110","22,881","42,991"
Querétaro,65 a 69 años,"2,010","14,757","16,805","31,562"
Querétaro,70 a 74 años,"2,010","11,421","13,280","24,701"
Querétaro,No especificado,"2,010","6,482","6,459","12,941"
Querétaro,75 años y más,"2,010","16,241","20,886","37,127"
Quintana Roo,0 a 4 años,"2,010","67,703","65,525","133,228"
Quintana Roo,05 a 9 años,"2,010","64,151","62,845","126,996"
Quintana Roo,10 a 14 años,"2,010","61,790","59,518","121,308"
Quintana Roo,15 a 19 años,"2,010","65,411","63,239","128,650"
Quintana Roo,20 a 24 años,"2,010","68,519","67,030","135,549"
Quintana Roo,25 a 29 años,"2,010","65,694","64,922","130,616"
Quintana Roo,30 a 34 años,"2,010","60,588","60,066","120,654"
Quintana Roo,35 a 39 años,"2,010","56,596","54,573","111,169"
Quintana Roo,40 a 44 años,"2,010","44,886","42,055","86,941"
Quintana Roo,45 a 49 años,"2,010","33,236","31,394","64,630"
Quintana Roo,50 a 54 años,"2,010","24,865","23,764","48,629"
Quintana Roo,55 a 59 años,"2,010","17,591","16,461","34,052"
Quintana Roo,60 a 64 años,"2,010","12,373","12,105","24,478"
Quintana Roo,65 a 69 años,"2,010","7,924","7,506","15,430"
Quintana Roo,70 a 74 años,"2,010","5,469","5,292","10,761"
Quintana Roo,No especificado,"2,010","9,687","9,504","19,191"
Quintana Roo,75 años y más,"2,010","6,737","6,559","13,296"
San Luis Potosí,0 a 4 años,"2,010","125,473","121,584","247,057"
San Luis Potosí,05 a 9 años,"2,010","136,027","132,887","268,914"
San Luis Potosí,10 a 14 años,"2,010","136,835","133,319","270,154"
San Luis Potosí,15 a 19 años,"2,010","135,204","134,469","269,673"
San Luis Potosí,20 a 24 años,"2,010","105,606","114,114","219,720"
San Luis Potosí,25 a 29 años,"2,010","88,319","100,786","189,105"
San Luis Potosí,30 a 34 años,"2,010","84,440","95,810","180,250"
San Luis Potosí,35 a 39 años,"2,010","82,850","92,792","175,642"
San Luis Potosí,40 a 44 años,"2,010","71,817","80,555","152,372"
San Luis Potosí,45 a 49 años,"2,010","61,913","69,308","131,221"
San Luis Potosí,50 a 54 años,"2,010","53,592","58,927","112,519"
San Luis Potosí,55 a 59 años,"2,010","42,563","44,913","87,476"
San Luis Potosí,60 a 64 años,"2,010","34,958","38,002","72,960"
San Luis Potosí,65 a 69 años,"2,010","27,526","29,145","56,671"
San Luis Potosí,70 a 74 años,"2,010","24,200","26,013","50,213"
San Luis Potosí,No especificado,"2,010","11,765","11,674","23,439"
San Luis Potosí,75 años y más,"2,010","37,278","40,854","78,132"
Sinaloa,0 a 4 años,"2,010","128,664","123,779","252,443"
Sinaloa,05 a 9 años,"2,010","134,710","129,828","264,538"
Sinaloa,10 a 14 años,"2,010","137,580","132,975","270,555"
Sinaloa,15 a 19 años,"2,010","139,206","136,334","275,540"
Sinaloa,20 a 24 años,"2,010","121,634","121,273","242,907"
Sinaloa,25 a 29 años,"2,010","102,082","105,758","207,840"
Sinaloa,30 a 34 años,"2,010","101,645","105,357","207,002"
Sinaloa,35 a 39 años,"2,010","102,184","105,438","207,622"
Sinaloa,40 a 44 años,"2,010","86,505","89,948","176,453"
Sinaloa,45 a 49 años,"2,010","72,394","77,521","149,915"
Sinaloa,50 a 54 años,"2,010","63,091","68,381","131,472"
Sinaloa,55 a 59 años,"2,010","51,030","52,906","103,936"
Sinaloa,60 a 64 años,"2,010","41,082","42,512","83,594"
Sinaloa,65 a 69 años,"2,010","31,842","32,190","64,032"
Sinaloa,70 a 74 años,"2,010","25,289","25,734","51,023"
Sinaloa,No especificado,"2,010","5,436","5,377","10,813"
Sinaloa,75 años y más,"2,010","31,827","36,249","68,076"
Sonora,0 a 4 años,"2,010","127,915","123,054","250,969"
Sonora,05 a 9 años,"2,010","132,598","127,352","259,950"
Sonora,10 a 14 años,"2,010","131,336","125,547","256,883"
Sonora,15 a 19 años,"2,010","128,406","123,104","251,510"
Sonora,20 a 24 años,"2,010","116,320","111,827","228,147"
Sonora,25 a 29 años,"2,010","104,540","102,711","207,251"
Sonora,30 a 34 años,"2,010","103,146","102,764","205,910"
Sonora,35 a 39 años,"2,010","102,169","100,562","202,731"
Sonora,40 a 44 años,"2,010","85,722","86,531","172,253"
Sonora,45 a 49 años,"2,010","73,258","74,584","147,842"
Sonora,50 a 54 años,"2,010","63,397","65,198","128,595"
Sonora,55 a 59 años,"2,010","48,466","48,808","97,274"
Sonora,60 a 64 años,"2,010","36,506","37,937","74,443"
Sonora,65 a 69 años,"2,010","27,424","28,816","56,240"
Sonora,70 a 74 años,"2,010","21,279","22,633","43,912"
Sonora,No especificado,"2,010","10,164","10,127","20,291"
Sonora,75 años y más,"2,010","26,966","31,313","58,279"
Tabasco,0 a 4 años,"2,010","114,194","109,498","223,692"
Tabasco,05 a 9 años,"2,010","114,145","110,916","225,061"
Tabasco,10 a 14 años,"2,010","111,804","108,972","220,776"
Tabasco,15 a 19 años,"2,010","111,911","112,346","224,257"
Tabasco,20 a 24 años,"2,010","100,048","106,794","206,842"
Tabasco,25 a 29 años,"2,010","87,169","98,702","185,871"
Tabasco,30 a 34 años,"2,010","81,829","92,563","174,392"
Tabasco,35 a 39 años,"2,010","78,148","86,774","164,922"
Tabasco,40 a 44 años,"2,010","66,024","69,976","136,000"
Tabasco,45 a 49 años,"2,010","57,375","59,051","116,426"
Tabasco,50 a 54 años,"2,010","46,912","48,197","95,109"
Tabasco,55 a 59 años,"2,010","35,982","36,368","72,350"
Tabasco,60 a 64 años,"2,010","25,607","26,119","51,726"
Tabasco,65 a 69 años,"2,010","18,954","19,774","38,728"
Tabasco,70 a 74 años,"2,010","15,959","16,573","32,532"
Tabasco,No especificado,"2,010","12,515","12,463","24,978"
Tabasco,75 años y más,"2,010","22,182","22,759","44,941"
Tamaulipas,0 a 4 años,"2,010","154,457","148,480","302,937"
Tamaulipas,05 a 9 años,"2,010","154,618","150,504","305,122"
Tamaulipas,10 a 14 años,"2,010","150,104","144,365","294,469"
Tamaulipas,15 a 19 años,"2,010","147,251","144,431","291,682"
Tamaulipas,20 a 24 años,"2,010","137,058","138,395","275,453"
Tamaulipas,25 a 29 años,"2,010","126,215","131,901","258,116"
Tamaulipas,30 a 34 años,"2,010","124,108","131,205","255,313"
Tamaulipas,35 a 39 años,"2,010","122,278","128,308","250,586"
Tamaulipas,40 a 44 años,"2,010","104,304","109,432","213,736"
Tamaulipas,45 a 49 años,"2,010","86,829","90,353","177,182"
Tamaulipas,50 a 54 años,"2,010","71,602","76,146","147,748"
Tamaulipas,55 a 59 años,"2,010","53,327","55,990","109,317"
Tamaulipas,60 a 64 años,"2,010","42,359","47,407","89,766"
Tamaulipas,65 a 69 años,"2,010","31,179","34,959","66,138"
Tamaulipas,70 a 74 años,"2,010","25,167","28,452","53,619"
Tamaulipas,No especificado,"2,010","50,993","50,803","101,796"
Tamaulipas,75 años y más,"2,010","34,352","41,222","75,574"
Tlaxcala,0 a 4 años,"2,010","58,980","57,093","116,073"
Tlaxcala,05 a 9 años,"2,010","62,673","60,657","123,330"
Tlaxcala,10 a 14 años,"2,010","59,970","58,664","118,634"
Tlaxcala,15 a 19 años,"2,010","59,831","59,341","119,172"
Tlaxcala,20 a 24 años,"2,010","50,406","54,375","104,781"
Tlaxcala,25 a 29 años,"2,010","43,235","50,485","93,720"
Tlaxcala,30 a 34 años,"2,010","41,672","48,940","90,612"
Tlaxcala,35 a 39 años,"2,010","39,297","45,263","84,560"
Tlaxcala,40 a 44 años,"2,010","33,139","37,891","71,030"
Tlaxcala,45 a 49 años,"2,010","27,512","31,310","58,822"
Tlaxcala,50 a 54 años,"2,010","23,079","26,283","49,362"
Tlaxcala,55 a 59 años,"2,010","17,210","18,961","36,171"
Tlaxcala,60 a 64 años,"2,010","13,597","14,933","28,530"
Tlaxcala,65 a 69 años,"2,010","10,353","11,644","21,997"
Tlaxcala,70 a 74 años,"2,010","8,197","9,300","17,497"
Tlaxcala,No especificado,"2,010","2,694","2,746","5,440"
Tlaxcala,75 años y más,"2,010","13,930","16,275","30,205"
Veracruz de Ignacio de la Llave,0 a 4 años,"2,010","335,899","326,389","662,288"
Veracruz de Ignacio de la Llave,05 a 9 años,"2,010","369,775","358,992","728,767"
Veracruz de Ignacio de la Llave,10 a 14 años,"2,010","376,924","364,602","741,526"
Veracruz de Ignacio de la Llave,15 a 19 años,"2,010","381,351","378,037","759,388"
Veracruz de Ignacio de la Llave,20 a 24 años,"2,010","307,562","334,531","642,093"
Veracruz de Ignacio de la Llave,25 a 29 años,"2,010","259,153","298,609","557,762"
Veracruz de Ignacio de la Llave,30 a 34 años,"2,010","247,094","292,591","539,685"
Veracruz de Ignacio de la Llave,35 a 39 años,"2,010","251,277","291,477","542,754"
Veracruz de Ignacio de la Llave,40 a 44 años,"2,010","228,657","258,153","486,810"
Veracruz de Ignacio de la Llave,45 a 49 años,"2,010","201,515","223,330","424,845"
Veracruz de Ignacio de la Llave,50 a 54 años,"2,010","172,802","192,789","365,591"
Veracruz de Ignacio de la Llave,55 a 59 años,"2,010","142,619","155,552","298,171"
Veracruz de Ignacio de la Llave,60 a 64 años,"2,010","114,048","125,650","239,698"
Veracruz de Ignacio de la Llave,65 a 69 años,"2,010","87,365","96,471","183,836"
Veracruz de Ignacio de la Llave,70 a 74 años,"2,010","72,547","82,799","155,346"
Veracruz de Ignacio de la Llave,No especificado,"2,010","47,396","47,561","94,957"
Veracruz de Ignacio de la Llave,75 años y más,"2,010","99,695","119,982","219,677"
Yucatán,0 a 4 años,"2,010","86,219","84,508","170,727"
Yucatán,05 a 9 años,"2,010","91,892","89,695","181,587"
Yucatán,10 a 14 años,"2,010","92,921","89,683","182,604"
Yucatán,15 a 19 años,"2,010","96,613","95,414","192,027"
Yucatán,20 a 24 años,"2,010","91,013","92,309","183,322"
Yucatán,25 a 29 años,"2,010","78,443","81,912","160,355"
Yucatán,30 a 34 años,"2,010","73,129","78,311","151,440"
Yucatán,35 a 39 años,"2,010","69,998","75,207","145,205"
Yucatán,40 a 44 años,"2,010","56,265","60,434","116,699"
Yucatán,45 a 49 años,"2,010","48,528","52,674","101,202"
Yucatán,50 a 54 años,"2,010","41,814","46,104","87,918"
Yucatán,55 a 59 años,"2,010","35,354","38,065","73,419"
Yucatán,60 a 64 años,"2,010","29,647","31,925","61,572"
Yucatán,65 a 69 años,"2,010","21,271","22,821","44,092"
Yucatán,70 a 74 años,"2,010","17,334","18,445","35,779"
Yucatán,No especificado,"2,010","6,295","6,303","12,598"
Yucatán,75 años y más,"2,010","26,597","28,434","55,031"
Zacatecas,0 a 4 años,"2,010","77,320","74,717","152,037"
Zacatecas,05 a 9 años,"2,010","76,898","74,882","151,780"
Zacatecas,10 a 14 años,"2,010","77,052","75,102","152,154"
